,date, value,day_of_week,change,percent_change
232,2021-08-06,35208.51,Friday,273.0400000000009,0.007754943336142337
233,2021-08-13,35515.38,Friday,306.86999999999534,0.008640481954578422
234,2021-08-20,35120.08,Friday,-395.29999999999563,-0.011255669121482514
235,2021-08-27,35455.8,Friday,335.72000000000116,0.009468690595050771
236,2021-09-03,35369.09,Friday,-86.7100000000064,-0.0024515756554665787
237,2021-09-10,34607.72,Friday,-761.3699999999953,-0.022000004623245778
238,2021-09-17,34584.88,Friday,-22.840000000003783,-0.000660404199754453
239,2021-09-24,34798.0,Friday,213.12000000000262,0.006124489913213478
240,2021-10-01,34326.46,Friday,-471.5400000000009,-0.013736924809607542
241,2021-10-08,34746.25,Friday,419.7900000000009,0.012081591538655276
242,2021-10-15,35294.76,Friday,548.510000000002,0.015540833823491137
243,2021-10-22,35677.02,Friday,382.25999999999476,0.010714459896033772
244,2021-10-29,35819.56,Friday,142.54000000000087,0.0039793900315917025
245,2021-11-05,36327.95,Friday,508.3899999999994,0.013994458812016627
246,2021-11-12,36100.31,Friday,-227.63999999999942,-0.006305763025303645
247,2021-11-19,35601.98,Friday,-498.32999999999447,-0.013997255208839352
248,2021-11-26,34899.34,Friday,-702.6400000000067,-0.02013333203435958
249,2021-12-03,34580.08,Friday,-319.25999999999476,-0.009232482978639574
250,2021-12-10,35970.99,Friday,1390.9099999999962,0.03866754848837901
251,2021-12-17,35365.44,Friday,-605.5499999999956,-0.017122648551806386
252,2021-12-31,36338.3,Friday,972.8600000000006,0.02677230360253508
